id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
76506,52935,42385,14202,206353,Shipped,2025-07-19 18:31:26+00:00,2025-07-20 05:31:02+00:00,,,1.5
90493,62578,50080,28700,244175,Shipped,2023-07-17 19:25:37+00:00,2023-07-20 04:17:46+00:00,,,1.5
144135,99491,79565,14202,389119,Shipped,2020-10-29 10:56:49+00:00,2020-10-30 00:34:10+00:00,,,1.5
159288,109847,87890,14202,430072,Shipped,2024-11-15 13:43:01+00:00,2024-11-13 00:11:37+00:00,,,1.5
167222,115270,92283,28700,451471,Shipped,2022-10-13 13:04:12+00:00,2022-10-13 15:29:59+00:00,,,1.5
169794,117041,93686,28700,458438,Shipped,2026-02-12 03:09:52+00:00,2026-02-13 22:42:25+00:00,,,1.5
175139,120762,96647,28700,472843,Shipped,2026-02-02 03:48:30+00:00,2026-02-03 07:51:31+00:00,,,1.5
177620,122433,97913,14202,479604,Shipped,2025-11-18 16:09:26+00:00,2025-11-21 14:29:37+00:00,,,1.5
69955,48383,38756,13629,188667,Cancelled,2024-11-16 00:18:51+00:00,,,,1.51
74408,51495,41212,13629,200702,Cancelled,2025-03-16 13:40:45+00:00,,,,1.51
118182,81589,65294,13629,318950,Cancelled,2019-11-24 07:11:58+00:00,,,,1.51
173792,119816,95883,13629,469229,Cancelled,2025-08-29 05:41:31+00:00,,,,1.51
82184,56878,45449,13629,221753,Complete,2023-03-26 15:50:50+00:00,2023-03-24 05:04:31+00:00,2023-03-24 22:56:31+00:00,,1.51
118308,81679,65374,13629,319295,Complete,2025-03-18 12:23:53+00:00,2025-03-20 10:16:32+00:00,2025-03-24 04:17:32+00:00,,1.51
143563,99069,79219,13629,387592,Complete,2025-08-29 15:00:53+00:00,2025-08-31 03:42:39+00:00,2025-08-31 08:28:39+00:00,,1.51
175239,120830,96709,13629,473117,Complete,2025-09-19 15:42:49+00:00,2025-09-20 16:42:09+00:00,2025-09-21 11:28:09+00:00,,1.51
92951,64269,51440,13629,250825,Processing,2022-04-14 18:05:57+00:00,,,,1.51
154323,106477,85166,13629,416651,Processing,2024-04-19 13:48:39+00:00,,,,1.51
162600,112096,89723,13629,439040,Processing,2025-09-29 14:05:50+00:00,,,,1.51
95611,66141,52914,14298,258005,Complete,2025-05-03 12:14:09+00:00,2025-05-03 17:54:22+00:00,2025-05-06 04:50:22+00:00,,1.72
98900,68406,54746,14298,266903,Processing,2026-01-29 18:50:46+00:00,,,,1.72
50380,35013,28218,14298,135838,Returned,2024-01-25 12:10:51+00:00,2024-01-27 21:42:21+00:00,2024-01-28 20:06:21+00:00,2024-01-31 16:34:21+00:00,1.72
82960,57425,45875,14298,223821,Returned,2022-08-01 02:44:55+00:00,2022-08-01 18:30:02+00:00,2022-08-03 09:39:02+00:00,2022-08-03 09:39:02+00:00,1.72
12180,8445,6738,14298,32745,Shipped,2023-05-29 03:36:45+00:00,2023-05-31 15:21:30+00:00,,,1.72
21409,14869,11932,14298,57612,Shipped,2025-02-27 05:42:33+00:00,2025-03-01 20:38:05+00:00,,,1.72
50306,34961,28174,14298,135635,Shipped,2024-12-24 14:33:48+00:00,2024-12-26 11:54:09+00:00,,,1.72
60818,42108,33855,14298,164016,Shipped,2025-04-12 14:43:31+00:00,2025-04-14 12:31:17+00:00,,,1.72
110962,76645,61317,14298,299497,Shipped,2025-04-21 12:44:58+00:00,2025-04-24 00:42:28+00:00,,,1.72
177820,122567,98025,12536,480150,Cancelled,2026-02-14 13:01:31+00:00,,,,1.75
65325,45184,36262,12536,176292,Complete,2026-02-14 13:13:23+00:00,2026-02-15 07:12:13+00:00,2026-02-15 07:18:13+00:00,,1.75
66910,46283,37149,12536,180503,Processing,2024-11-27 17:44:56+00:00,,,,1.75
109690,75741,60604,12536,296033,Processing,2025-02-03 16:56:13+00:00,,,,1.75
28917,20059,16123,12536,77864,Shipped,2023-07-20 10:46:25+00:00,2023-07-22 10:25:39+00:00,,,1.75
17335,12029,9643,15332,46665,Cancelled,2021-01-16 12:34:48+00:00,,,,1.82
74933,51861,41513,15332,202143,Cancelled,2025-07-06 12:38:24+00:00,,,,1.82
175037,120693,96594,15332,472566,Cancelled,2024-01-31 05:47:31+00:00,,,,1.82
29635,20545,16499,15332,79787,Complete,2023-05-06 18:39:03+00:00,2023-05-07 11:46:46+00:00,2023-05-08 11:47:46+00:00,,1.82
161619,111406,89177,13659,436375,Complete,2024-10-08 17:27:56+00:00,2024-10-10 13:26:46+00:00,2024-10-13 22:30:46+00:00,,1.82
6493,4499,3577,15332,17442,Processing,2026-02-11 22:48:07+00:00,,,,1.82
10194,7090,5676,13659,27426,Processing,2024-12-02 14:33:09+00:00,,,,1.82
98252,67963,54408,15332,265160,Processing,2023-12-10 09:44:57+00:00,,,,1.82
10871,7562,6052,13659,29227,Returned,2025-10-03 07:06:45+00:00,2025-10-04 10:34:28+00:00,2025-10-06 07:55:28+00:00,2025-10-06 18:23:28+00:00,1.82
95074,65760,52646,13659,256529,Returned,2025-06-02 16:41:50+00:00,2025-06-04 07:29:29+00:00,2025-06-09 02:01:29+00:00,2025-06-10 08:59:29+00:00,1.82
17599,12210,9792,15332,47385,Shipped,2025-02-23 09:13:03+00:00,2025-02-25 05:15:00+00:00,,,1.82
107566,74283,59442,13659,290274,Shipped,2021-06-02 10:33:12+00:00,2021-06-04 23:23:26+00:00,,,1.82
127890,88204,70573,13659,345224,Shipped,2026-01-31 10:09:49+00:00,2026-01-29 13:24:16+00:00,,,1.82
42282,29359,23652,9204,113991,Cancelled,2025-08-25 22:44:47+00:00,,,,1.95
118859,82040,65665,3049,320747,Cancelled,2025-12-26 22:26:14+00:00,,,,1.95
3999,2789,2200,9204,10764,Complete,2025-03-12 00:36:27+00:00,2025-03-13 00:12:52+00:00,2025-03-17 10:08:52+00:00,,1.95
24753,17170,13741,9043,66589,Complete,2025-11-26 20:30:52+00:00,2025-11-27 23:56:08+00:00,2025-11-30 09:51:08+00:00,,1.95
68544,47412,38021,3049,184858,Complete,2020-01-19 21:55:07+00:00,2020-01-21 16:17:52+00:00,2020-01-22 22:08:52+00:00,,1.95
145385,100344,80255,3049,392479,Complete,2023-09-28 13:16:37+00:00,2023-10-01 08:37:46+00:00,2023-10-03 05:45:46+00:00,,1.95
168325,116024,92870,9043,454470,Complete,2024-01-14 00:27:55+00:00,2024-01-14 04:40:38+00:00,2024-01-18 23:01:38+00:00,,1.95
176754,121850,97481,9204,477250,Complete,2019-10-01 00:03:01+00:00,2019-09-30 12:09:50+00:00,2019-10-04 03:59:50+00:00,,1.95
13090,9087,7263,9204,35151,Processing,2021-06-09 07:35:57+00:00,,,,1.95
33376,23135,18613,9043,89970,Processing,2025-07-20 22:36:58+00:00,,,,1.95
109565,75649,60539,9204,295714,Processing,2025-04-29 04:56:17+00:00,,,,1.95
125713,86713,69400,9043,339316,Processing,2025-10-13 15:12:24+00:00,,,,1.95
139944,96552,77219,3049,377824,Processing,2025-05-22 00:55:44+00:00,,,,1.95
148479,102467,81989,3049,400834,Processing,2026-02-13 12:08:58+00:00,,,,1.95
161506,111336,89124,9204,436075,Processing,2025-03-29 03:33:51+00:00,,,,1.95
178258,122868,98257,3049,481327,Processing,2020-07-18 17:59:22+00:00,,,,1.95
71968,49784,39905,9204,194087,Returned,2025-06-10 00:32:26+00:00,2025-06-09 14:38:15+00:00,2025-06-13 22:27:15+00:00,2025-06-16 10:24:15+00:00,1.95
106277,73387,58703,9043,286825,Returned,2025-10-31 08:22:21+00:00,2025-10-30 22:37:36+00:00,2025-11-01 15:14:36+00:00,2025-11-04 11:10:36+00:00,1.95
115986,80081,64094,9204,313025,Returned,2026-01-27 21:51:40+00:00,2026-01-30 11:30:33+00:00,2026-01-30 15:48:33+00:00,2026-02-01 15:49:33+00:00,1.95
12564,8716,6962,9043,33757,Shipped,2025-12-07 06:32:14+00:00,2025-12-08 00:05:04+00:00,,,1.95
16810,11678,9368,3049,45198,Shipped,2023-01-15 19:42:09+00:00,2023-01-13 10:35:11+00:00,,,1.95
23028,15971,12825,3049,61960,Shipped,2024-12-04 10:36:03+00:00,2024-12-05 12:44:55+00:00,,,1.95
36941,25607,20614,9043,99647,Shipped,2024-07-17 05:35:19+00:00,2024-07-15 03:49:34+00:00,,,1.95
41256,28631,23044,9204,111212,Shipped,2024-08-01 11:28:18+00:00,2024-07-31 12:41:28+00:00,,,1.95
60149,41633,33459,9204,162202,Shipped,2025-07-22 04:16:10+00:00,2025-07-23 10:42:10+00:00,,,1.95
103895,71782,57464,3049,280428,Shipped,2024-01-18 08:58:58+00:00,2024-01-16 21:47:46+00:00,,,1.95
108989,75243,60204,9204,294144,Shipped,2024-02-09 04:23:23+00:00,2024-02-07 23:25:16+00:00,,,1.95
120099,82868,66310,9043,324127,Shipped,2024-02-22 08:35:04+00:00,2024-02-18 23:29:37+00:00,,,1.95
146241,100933,80753,9204,394769,Shipped,2024-05-28 14:58:56+00:00,2024-05-26 17:00:09+00:00,,,1.95
152196,105021,84000,3049,410890,Shipped,2025-08-19 23:31:35+00:00,2025-08-22 12:21:02+00:00,,,1.95
22650,15710,12615,14549,60951,Processing,2023-10-23 20:34:42+00:00,,,,1.98
40959,28428,22871,14549,110407,Processing,2025-05-08 17:41:39+00:00,,,,1.98
130338,89912,71915,14549,351832,Processing,2024-01-02 06:56:21+00:00,,,,1.98
138479,95502,76407,14549,373872,Processing,2026-02-03 15:23:58+00:00,,,,1.98
19927,13855,11149,14549,53621,Shipped,2025-08-05 21:30:44+00:00,2025-08-06 21:00:11+00:00,,,1.98
77310,53497,42811,14549,208535,Shipped,2025-12-15 21:21:22+00:00,2025-12-13 13:46:43+00:00,,,1.98
63828,44164,35454,13606,172198,Complete,2025-03-18 13:37:24+00:00,2025-03-18 18:23:45+00:00,2025-03-20 13:17:45+00:00,,2.5
79210,54830,43839,13606,213727,Complete,2025-12-19 15:57:19+00:00,2025-12-18 05:23:21+00:00,2025-12-19 04:27:21+00:00,,2.5
102824,71058,56889,13606,277551,Complete,2021-11-25 20:45:55+00:00,2021-11-26 08:57:48+00:00,2021-11-29 17:01:48+00:00,,2.5
118522,81823,65484,13606,319861,Complete,2025-06-19 20:48:47+00:00,2025-06-18 11:18:10+00:00,2025-06-20 03:55:10+00:00,,2.5
118552,81842,65500,13606,319936,Returned,2023-04-09 16:08:17+00:00,2023-04-11 00:26:01+00:00,2023-04-14 21:57:01+00:00,2023-04-16 17:56:01+00:00,2.5
123838,85447,68379,13606,334225,Returned,2023-10-24 14:27:35+00:00,2023-10-26 11:19:49+00:00,2023-10-29 02:45:49+00:00,2023-10-31 14:10:49+00:00,2.5
50750,35270,28447,13606,136832,Shipped,2025-11-04 14:56:50+00:00,2025-11-03 04:09:33+00:00,,,2.5
79058,54724,43760,28913,213310,Returned,2026-02-12 14:46:13+00:00,2026-02-15 09:25:09+00:00,2026-02-20 06:32:09+00:00,2026-02-21 18:30:09+00:00,2.59
26713,18544,14847,28913,71884,Shipped,2023-08-31 04:20:36+00:00,2023-08-30 21:57:32+00:00,,,2.59
28491,19765,15861,15395,76713,Complete,2023-12-11 18:33:32+00:00,2023-12-12 10:54:13+00:00,2023-12-15 09:22:13+00:00,,2.67
117449,81079,64900,13690,316979,Complete,2023-01-13 10:15:31+00:00,2023-01-13 22:36:26+00:00,2023-01-14 16:19:26+00:00,,2.67
122953,84819,67847,13690,331827,Complete,2025-02-21 11:25:13+00:00,2025-02-22 01:53:50+00:00,2025-02-22 14:50:50+00:00,,2.67
35653,24716,19869,13690,96183,Processing,2024-09-16 09:42:34+00:00,,,,2.67
50783,35288,28463,15395,136923,Processing,2021-07-17 15:42:45+00:00,,,,2.67
19186,13345,10726,13690,51636,Shipped,2026-02-14 07:24:28+00:00,2026-02-16 07:39:08+00:00,,,2.67
20990,14584,11705,15395,56487,Shipped,2025-08-28 22:28:16+00:00,2025-08-29 06:42:17+00:00,,,2.67
90002,62241,49798,15395,242879,Shipped,2024-09-15 06:34:29+00:00,2024-09-15 02:22:47+00:00,,,2.67
95610,66140,52914,15395,258002,Shipped,2022-01-27 07:37:19+00:00,2022-01-28 00:12:00+00:00,,,2.67
117644,81216,65016,15395,317495,Shipped,2025-03-01 03:06:10+00:00,2025-02-27 00:57:55+00:00,,,2.67
4459,3095,2457,28774,11963,Cancelled,2024-12-01 13:37:40+00:00,,,,2.78
92960,64276,51446,28774,250846,Cancelled,2025-01-30 09:33:12+00:00,,,,2.78
67956,46996,37701,28774,183316,Complete,2025-05-12 21:59:57+00:00,2025-05-15 05:12:48+00:00,2025-05-16 02:21:48+00:00,,2.78
80125,55463,44352,28774,216193,Complete,2023-12-25 13:12:22+00:00,2023-12-26 03:43:06+00:00,2023-12-29 13:23:06+00:00,,2.78
164670,113483,90790,28774,444638,Processing,2023-02-27 13:28:50+00:00,,,,2.78
147327,101664,81335,28774,397691,Shipped,2025-11-02 10:44:11+00:00,2025-11-02 22:12:39+00:00,,,2.78
21153,14690,11791,28689,56914,Complete,2024-03-06 09:34:31+00:00,2024-03-09 08:43:01+00:00,2024-03-12 21:49:01+00:00,,2.8
45293,31440,25400,28689,122074,Complete,2021-09-03 20:46:02+00:00,2021-09-05 16:50:55+00:00,2021-09-09 06:02:55+00:00,,2.8
80255,55552,44425,28689,216538,Complete,2023-10-06 09:49:30+00:00,2023-10-07 06:36:10+00:00,2023-10-12 05:56:10+00:00,,2.8
72845,50389,40367,28689,196475,Processing,2026-02-13 20:19:47+00:00,,,,2.8
83527,57801,46165,28689,225326,Processing,2024-08-05 17:56:41+00:00,,,,2.8
87838,60780,48623,28689,236982,Processing,2024-03-05 20:09:13+00:00,,,,2.8
154814,106804,85444,28689,417972,Processing,2026-02-07 14:21:10+00:00,,,,2.8
16561,11523,9230,28689,44513,Returned,2021-02-02 02:34:16+00:00,2021-02-04 19:32:34+00:00,2021-02-05 07:07:34+00:00,2021-02-06 04:14:34+00:00,2.8
6586,4562,3628,28689,17705,Shipped,2024-05-25 21:57:55+00:00,2024-05-26 11:02:35+00:00,,,2.8
138989,95863,76681,28689,375261,Shipped,2025-07-25 15:04:42+00:00,2025-07-25 20:38:24+00:00,,,2.8
177115,122096,97668,28689,478221,Shipped,2024-07-08 14:44:23+00:00,2024-07-08 07:37:03+00:00,,,2.8
12050,8361,6665,29008,32385,Cancelled,2023-08-04 06:34:55+00:00,,,,2.95
25555,17731,14185,28921,68760,Cancelled,2025-12-03 10:35:12+00:00,,,,2.95
126733,87420,69964,29064,342076,Cancelled,2025-02-20 03:41:58+00:00,,,,2.95
159295,109850,87893,29064,430091,Cancelled,2020-05-31 05:13:41+00:00,,,,2.95
161403,111265,89083,28548,435802,Cancelled,2025-06-15 22:59:26+00:00,,,,2.95
169838,117079,93717,13662,458554,Cancelled,2024-12-22 16:10:59+00:00,,,,2.95
174014,119974,96017,28921,469817,Cancelled,2023-08-14 00:31:06+00:00,,,,2.95
2565,1785,1410,14170,6902,Complete,2023-08-31 07:18:42+00:00,2023-08-27 12:53:39+00:00,2023-08-30 21:24:39+00:00,,2.95
8411,5828,4669,28589,22619,Complete,2024-03-23 19:13:50+00:00,2024-03-22 08:47:18+00:00,2024-03-23 11:18:18+00:00,,2.95
9721,6758,5410,28862,26139,Complete,2026-01-11 18:56:50+00:00,2026-01-14 19:21:09+00:00,2026-01-16 18:51:09+00:00,,2.95
16016,11148,8921,14170,43030,Complete,2024-07-24 01:48:04+00:00,2024-07-24 20:37:30+00:00,2024-07-26 19:33:30+00:00,,2.95
16905,11736,9411,29064,45459,Complete,2024-10-28 08:56:40+00:00,2024-10-30 01:50:21+00:00,2024-11-02 18:58:21+00:00,,2.95
24043,16680,13366,15349,64691,Complete,2025-03-24 05:58:41+00:00,2025-03-21 18:11:06+00:00,2025-03-24 04:28:06+00:00,,2.95
40875,28375,22831,15349,110181,Complete,2025-02-04 22:18:34+00:00,2025-02-05 03:43:04+00:00,2025-02-06 00:23:04+00:00,,2.95
42173,29279,23582,28862,113683,Complete,2023-02-27 22:59:29+00:00,2023-02-28 08:21:57+00:00,2023-03-01 09:02:57+00:00,,2.95
54542,37820,30461,29008,147085,Complete,2024-08-29 04:22:20+00:00,2024-08-30 08:26:40+00:00,2024-09-01 15:51:40+00:00,,2.95
79454,55001,43977,28548,214386,Complete,2023-10-10 17:59:00+00:00,2023-10-08 21:46:46+00:00,2023-10-10 03:39:46+00:00,,2.95
88053,60927,48730,13662,237582,Complete,2021-10-22 02:15:07+00:00,2021-10-21 11:40:46+00:00,2021-10-22 10:37:46+00:00,,2.95
130321,89896,71905,29008,351783,Complete,2022-05-12 13:52:51+00:00,2022-05-11 16:51:33+00:00,2022-05-12 21:08:33+00:00,,2.95
138300,95397,76316,14170,373386,Complete,2025-11-17 07:25:41+00:00,2025-11-19 16:07:36+00:00,2025-11-20 07:30:36+00:00,,2.95
140650,97032,77602,29064,379735,Complete,2025-06-02 15:57:20+00:00,2025-06-05 11:48:06+00:00,2025-06-06 17:54:06+00:00,,2.95
150188,103622,82914,29064,405438,Complete,2025-04-23 06:59:32+00:00,2025-04-25 04:45:16+00:00,2025-04-29 10:19:16+00:00,,2.95
157093,108369,86716,9220,424152,Complete,2023-05-16 04:01:27+00:00,2023-05-19 02:22:58+00:00,2023-05-20 01:14:58+00:00,,2.95
172589,118971,95230,13662,465935,Complete,2024-02-11 13:42:53+00:00,2024-02-13 23:02:47+00:00,2024-02-14 00:13:47+00:00,,2.95
4588,3176,2524,28589,12313,Processing,2024-08-21 05:58:55+00:00,,,,2.95
5753,3966,3154,13662,15456,Processing,2021-02-20 01:59:47+00:00,,,,2.95
30486,21145,16952,15349,82130,Processing,2024-01-02 03:43:02+00:00,,,,2.95
36686,25437,20486,28862,98967,Processing,2020-02-04 08:58:59+00:00,,,,2.95
44340,30769,24848,15744,119548,Processing,2026-02-18 06:13:45+00:00,,,,2.95
72731,50307,40312,28862,196172,Processing,2023-06-25 09:45:07+00:00,,,,2.95
78869,54602,43677,13662,212786,Processing,2022-12-24 19:04:39+00:00,,,,2.95
79407,54963,43948,14170,214252,Processing,2023-08-07 19:55:07+00:00,,,,2.95
87550,60579,48463,28921,236209,Processing,2024-08-17 11:44:25+00:00,,,,2.95
88525,61233,48989,14170,238876,Processing,2022-12-21 11:43:06+00:00,,,,2.95
117728,81274,65056,14170,317715,Processing,2025-01-12 12:35:04+00:00,,,,2.95
121685,83969,67179,28862,328427,Processing,2024-11-22 08:13:21+00:00,,,,2.95
135475,93457,74796,15349,365733,Processing,2025-07-10 13:04:45+00:00,,,,2.95
150430,103802,83059,28921,406098,Processing,2023-11-23 01:21:25+00:00,,,,2.95
151782,104729,83767,14170,409774,Processing,2025-11-29 20:50:58+00:00,,,,2.95
155452,107244,85808,15744,419730,Processing,2024-09-10 04:39:24+00:00,,,,2.95
166696,114889,91965,29008,450061,Processing,2019-07-01 19:32:11+00:00,,,,2.95
11267,7826,6254,28548,30314,Returned,2024-06-24 11:24:25+00:00,2024-06-24 15:29:27+00:00,2024-06-26 21:04:27+00:00,2024-06-29 08:01:27+00:00,2.95
62800,43450,34899,15349,169404,Returned,2022-08-28 08:42:56+00:00,2022-08-31 02:46:25+00:00,2022-09-04 00:14:25+00:00,2022-09-04 13:40:25+00:00,2.95
66973,46325,37178,28862,180668,Returned,2025-05-26 10:46:14+00:00,2025-05-27 04:43:02+00:00,2025-05-31 02:08:02+00:00,2025-06-03 01:00:02+00:00,2.95
95911,66350,53069,28589,258823,Returned,2020-09-11 21:59:29+00:00,2020-09-13 03:18:00+00:00,2020-09-15 11:48:00+00:00,2020-09-17 01:35:00+00:00,2.95
112717,77848,62256,9220,304201,Returned,2025-06-23 16:50:30+00:00,2025-06-26 09:35:44+00:00,2025-06-28 18:00:44+00:00,2025-06-30 13:38:44+00:00,2.95
117030,80790,64659,29008,315841,Returned,2024-12-20 12:37:30+00:00,2024-12-19 18:57:41+00:00,2024-12-24 11:32:41+00:00,2024-12-26 10:49:41+00:00,2.95
166011,114402,91534,14170,448204,Returned,2025-09-19 13:23:07+00:00,2025-09-22 08:06:06+00:00,2025-09-23 03:27:06+00:00,2025-09-25 15:50:06+00:00,2.95
7584,5261,4200,15349,20396,Shipped,2025-10-13 04:26:23+00:00,2025-10-12 03:59:39+00:00,,,2.95
8319,5768,4613,15744,22374,Shipped,2025-12-12 11:58:03+00:00,2025-12-14 11:58:15+00:00,,,2.95
13000,9025,7215,15349,34918,Shipped,2025-01-26 07:53:05+00:00,2025-01-24 03:58:10+00:00,,,2.95
27106,18812,15077,28589,72946,Shipped,2025-11-08 16:30:30+00:00,2025-11-09 19:44:34+00:00,,,2.95
28081,19493,15655,13662,75587,Shipped,2025-02-07 08:11:59+00:00,2025-02-05 15:27:53+00:00,,,2.95
42925,29795,24038,14170,115736,Shipped,2022-03-09 19:10:16+00:00,2022-03-10 14:59:33+00:00,,,2.95
49981,34732,27999,28589,134754,Shipped,2023-05-14 23:51:19+00:00,2023-05-16 20:11:45+00:00,,,2.95
51164,35538,28644,28921,137956,Shipped,2023-04-22 03:47:07+00:00,2023-04-20 05:34:26+00:00,,,2.95
51711,35913,28945,28548,139433,Shipped,2022-07-29 06:36:48+00:00,2022-07-30 05:29:48+00:00,,,2.95
57724,39969,32138,9220,155652,Shipped,2025-08-12 13:11:42+00:00,2025-08-13 16:02:54+00:00,,,2.95
68792,47577,38147,29008,185512,Shipped,2020-12-17 23:21:22+00:00,2020-12-20 14:16:00+00:00,,,2.95
73236,50650,40568,28921,197527,Shipped,2026-02-02 08:48:10+00:00,2026-01-31 00:19:39+00:00,,,2.95
73696,50990,40826,28862,198784,Shipped,2022-06-23 18:08:45+00:00,2022-06-24 03:59:22+00:00,,,2.95
77022,53286,42651,15744,207754,Shipped,2023-06-01 03:53:27+00:00,2023-06-03 15:46:15+00:00,,,2.95
89556,61938,49541,13662,241666,Shipped,2025-10-15 12:52:29+00:00,2025-10-17 19:30:23+00:00,,,2.95
97218,67256,53831,9220,262365,Shipped,2025-09-15 00:44:30+00:00,2025-09-18 00:44:59+00:00,,,2.95
106851,73787,59017,14170,288370,Shipped,2026-01-24 08:52:34+00:00,2026-01-26 20:12:21+00:00,,,2.95
120648,83240,66611,15349,325603,Shipped,2025-12-08 03:53:13+00:00,2025-12-08 17:45:29+00:00,,,2.95
155256,107108,85701,28921,419169,Shipped,2024-09-22 20:12:06+00:00,2024-09-24 03:53:11+00:00,,,2.95
156414,107904,86358,15744,422320,Shipped,2025-10-14 23:08:13+00:00,2025-10-15 09:04:06+00:00,,,2.95
174818,120542,96478,29064,471971,Shipped,2026-02-15 22:54:15+00:00,2026-02-16 12:48:13+00:00,,,2.95
42482,29499,23770,12265,114533,Cancelled,2025-01-12 06:34:39+00:00,,,,2.99
44768,31076,25103,28551,120690,Cancelled,2024-04-29 09:53:35+00:00,,,,2.99
49658,34510,27815,12664,133875,Cancelled,2026-01-11 01:19:49+00:00,,,,2.99
137429,94806,75852,12351,370991,Cancelled,2025-09-15 13:01:05+00:00,,,,2.99
140219,96741,77359,25276,378547,Cancelled,2026-01-03 06:50:11+00:00,,,,2.99
151163,104290,83443,12354,408090,Cancelled,2025-04-23 15:59:47+00:00,,,,2.99
178082,122750,98168,28551,480856,Cancelled,2026-02-07 05:09:38+00:00,,,,2.99
27618,19178,15392,9621,74322,Complete,2026-01-19 23:13:33+00:00,2026-01-20 02:30:29+00:00,2026-01-23 23:26:29+00:00,,2.99
27962,19412,15597,12664,75249,Complete,2022-04-06 18:08:38+00:00,2022-04-06 11:53:25+00:00,2022-04-09 13:51:25+00:00,,2.99
29732,20618,16552,25276,80043,Complete,2025-12-31 03:48:51+00:00,2025-12-30 03:44:12+00:00,2026-01-02 09:21:12+00:00,,2.99
38042,26380,21216,12351,102590,Complete,2024-02-02 21:33:20+00:00,2024-02-03 10:04:19+00:00,2024-02-07 05:27:19+00:00,,2.99
46653,32382,26147,12351,125741,Complete,2025-04-17 23:11:53+00:00,2025-04-18 03:40:45+00:00,2025-04-20 15:54:45+00:00,,2.99
58071,40220,32329,25276,156582,Complete,2025-07-20 19:08:07+00:00,2025-07-19 17:54:20+00:00,2025-07-23 15:50:20+00:00,,2.99
62645,43352,34832,25276,168963,Complete,2024-07-03 05:49:41+00:00,2024-07-01 23:21:30+00:00,2024-07-02 09:45:30+00:00,,2.99
64594,44689,35877,12664,174289,Complete,2023-07-13 05:17:17+00:00,2023-07-11 09:29:19+00:00,2023-07-15 18:07:19+00:00,,2.99
81382,56333,45020,9621,219598,Complete,2025-09-06 09:38:53+00:00,2025-09-07 08:30:50+00:00,2025-09-08 13:28:50+00:00,,2.99
