order_id,user_id,status,created_at,returned_at,shipped_at,delivered_at,num_of_item,sale_price,cost,profit
1296,1046,Cancelled,2025-12-31 20:06:26+00:00,,,,2,96.19,36.88,0.0
1302,1051,Cancelled,2023-06-15 02:17:57+00:00,,,,1,43.99,20.54,0.0
1312,1059,Cancelled,2023-07-27 02:13:51+00:00,,,,1,33.0,15.15,0.0
1358,1095,Cancelled,2025-04-01 18:24:26+00:00,,,,1,14.7,7.39,0.0
1393,1119,Cancelled,2022-06-27 08:11:38+00:00,,,,1,16.0,8.48,0.0
1404,1128,Cancelled,2025-02-06 21:40:48+00:00,,,,1,32.0,20.13,0.0
1408,1131,Cancelled,2025-06-23 10:53:58+00:00,,,,3,62.980000000000004,27.35,0.0
1434,1151,Cancelled,2019-11-08 07:08:53+00:00,,,,1,12.99,6.03,0.0
1447,1164,Cancelled,2024-06-27 07:07:13+00:00,,,,2,39.84,19.33,0.0
1448,1164,Cancelled,2023-02-20 04:06:10+00:00,,,,2,59.98,26.41,0.0
1469,1182,Cancelled,2025-07-12 17:56:11+00:00,,,,2,100.78999999999999,50.25,0.0
1477,1186,Cancelled,2025-12-10 17:44:10+00:00,,,,1,12.99,5.4,0.0
1511,1210,Cancelled,2024-04-25 18:07:38+00:00,,,,2,85.03999999999999,39.03,0.0
1518,1217,Cancelled,2023-06-06 09:42:27+00:00,,,,1,29.95,10.57,0.0
1523,1220,Cancelled,2023-09-19 10:06:59+00:00,,,,1,94.0,41.92,0.0
1533,1227,Cancelled,2024-09-22 02:41:42+00:00,,,,1,147.99,79.03,0.0
1563,1243,Cancelled,2026-01-23 22:36:19+00:00,,,,1,104.0,60.63,0.0
1596,1267,Cancelled,2026-02-08 05:51:44+00:00,,,,1,138.0,68.45,0.0
1599,1269,Cancelled,2024-08-25 10:54:46+00:00,,,,1,32.15,13.63,0.0
1628,1289,Cancelled,2026-01-07 07:27:58+00:00,,,,1,27.93,12.23,0.0
1630,1291,Cancelled,2023-10-18 07:34:29+00:00,,,,1,34.99,17.67,0.0
1642,1298,Cancelled,2024-05-11 18:59:28+00:00,,,,1,159.95,70.38,0.0
1664,1316,Cancelled,2024-02-01 14:28:47+00:00,,,,1,22.99,11.75,0.0
1673,1323,Cancelled,2024-07-06 09:55:50+00:00,,,,3,277.99,122.41,0.0
1687,1336,Cancelled,2026-01-16 03:51:05+00:00,,,,1,55.57,23.17,0.0
1690,1338,Cancelled,2021-06-18 11:46:36+00:00,,,,1,19.99,8.72,0.0
1709,1350,Cancelled,2025-05-20 00:17:51+00:00,,,,1,25.0,12.47,0.0
1718,1355,Cancelled,2024-10-26 06:28:14+00:00,,,,1,225.0,102.82,0.0
1727,1365,Cancelled,2025-08-28 20:55:12+00:00,,,,1,25.0,11.45,0.0
1730,1366,Cancelled,2021-05-19 12:10:37+00:00,,,,4,479.75,215.87,0.0
1735,1369,Cancelled,2025-02-03 08:51:10+00:00,,,,1,35.0,20.19,0.0
1764,1393,Cancelled,2025-04-24 16:19:59+00:00,,,,1,23.0,11.73,0.0
1781,1406,Cancelled,2025-08-25 10:56:00+00:00,,,,1,79.99,51.27,0.0
1784,1409,Cancelled,2026-02-14 14:58:19+00:00,,,,1,102.6,61.97,0.0
1794,1414,Cancelled,2025-09-28 02:36:34+00:00,,,,1,31.0,14.91,0.0
1800,1418,Cancelled,2023-11-09 12:28:36+00:00,,,,1,12.06,5.89,0.0
1815,1431,Cancelled,2024-10-20 19:14:12+00:00,,,,1,49.0,31.46,0.0
1866,1476,Cancelled,2025-01-02 21:30:41+00:00,,,,2,31.979999999999997,17.09,0.0
1877,1489,Cancelled,2023-01-13 14:38:07+00:00,,,,1,80.0,30.0,0.0
1884,1493,Cancelled,2026-02-12 12:09:32+00:00,,,,4,352.39,157.88,0.0
1903,1504,Cancelled,2024-07-03 07:03:45+00:00,,,,1,23.99,12.43,0.0
1935,1532,Cancelled,2024-01-24 04:36:09+00:00,,,,1,15.99,7.1,0.0
1957,1549,Cancelled,2021-01-25 16:11:08+00:00,,,,1,44.99,24.34,0.0
1959,1551,Cancelled,2026-01-03 02:33:39+00:00,,,,1,158.0,63.67,0.0
1969,1557,Cancelled,2025-11-23 09:26:17+00:00,,,,1,24.98,11.62,0.0
1976,1562,Cancelled,2024-08-12 22:48:39+00:00,,,,2,83.99,41.09,0.0
1984,1571,Cancelled,2025-03-25 12:33:30+00:00,,,,1,28.99,15.25,0.0
2045,1621,Cancelled,2025-04-03 05:28:50+00:00,,,,2,89.49,47.25,0.0
2050,1627,Cancelled,2024-12-01 07:25:32+00:00,,,,2,82.95,46.3,0.0
2052,1627,Cancelled,2022-06-26 16:35:26+00:00,,,,1,69.9,29.5,0.0
2080,1651,Cancelled,2025-11-11 07:41:07+00:00,,,,2,114.0,63.68,0.0
2088,1659,Cancelled,2021-04-27 06:38:26+00:00,,,,2,48.0,23.81,0.0
2089,1659,Cancelled,2021-05-06 07:52:41+00:00,,,,1,84.0,37.55,0.0
2094,1663,Cancelled,2025-11-12 08:30:03+00:00,,,,1,25.19,13.55,0.0
2101,1667,Cancelled,2024-09-08 00:47:30+00:00,,,,1,29.99,14.82,0.0
2131,1695,Cancelled,2021-11-22 14:54:43+00:00,,,,1,36.0,18.11,0.0
2134,1697,Cancelled,2022-01-18 06:06:45+00:00,,,,1,59.99,26.64,0.0
2145,1701,Cancelled,2025-10-01 13:35:22+00:00,,,,1,32.0,18.43,0.0
2192,1734,Cancelled,2025-12-25 12:03:58+00:00,,,,1,22.0,10.08,0.0
2195,1736,Cancelled,2021-05-10 13:45:14+00:00,,,,3,68.94,36.68,0.0
2197,1737,Cancelled,2025-11-27 10:11:08+00:00,,,,2,370.59,167.51,0.0
2203,1741,Cancelled,2025-09-17 00:03:15+00:00,,,,2,109.95,55.96,0.0
2211,1747,Cancelled,2023-07-07 10:24:36+00:00,,,,1,158.0,72.52,0.0
2212,1747,Cancelled,2025-01-19 18:52:17+00:00,,,,1,18.72,9.92,0.0
2213,1747,Cancelled,2023-03-28 00:03:17+00:00,,,,1,79.0,33.1,0.0
2218,1751,Cancelled,2025-05-13 13:25:37+00:00,,,,2,116.49,52.45,0.0
2235,1762,Cancelled,2023-04-26 04:13:17+00:00,,,,1,148.5,72.91,0.0
2248,1773,Cancelled,2025-04-07 23:22:27+00:00,,,,1,26.0,11.02,0.0
2256,1777,Cancelled,2022-07-22 14:40:43+00:00,,,,2,58.92999999999999,30.65,0.0
2259,1780,Cancelled,2025-06-30 14:39:12+00:00,,,,1,52.5,22.68,0.0
2260,1781,Cancelled,2020-06-24 04:47:12+00:00,,,,1,13.75,7.92,0.0
2287,1804,Cancelled,2025-10-13 19:45:08+00:00,,,,1,25.0,10.88,0.0
2291,1807,Cancelled,2019-11-13 01:47:58+00:00,,,,2,96.77000000000001,51.33,0.0
2321,1827,Cancelled,2024-01-02 05:12:29+00:00,,,,1,44.99,22.67,0.0
2322,1827,Cancelled,2022-11-29 03:55:22+00:00,,,,1,107.0,62.06,0.0
2335,1835,Cancelled,2022-01-15 08:47:44+00:00,,,,1,16.99,7.05,0.0
2336,1835,Cancelled,2022-11-02 19:34:22+00:00,,,,1,48.0,20.64,0.0
2354,1851,Cancelled,2023-09-25 07:02:21+00:00,,,,1,24.99,10.32,0.0
2355,1851,Cancelled,2019-11-26 22:36:40+00:00,,,,1,44.95,24.9,0.0
2367,1863,Cancelled,2025-09-30 10:49:15+00:00,,,,1,27.0,14.82,0.0
2377,1874,Cancelled,2026-02-05 10:43:48+00:00,,,,1,35.0,18.83,0.0
2396,1890,Cancelled,2025-03-11 01:25:04+00:00,,,,1,179.0,100.06,0.0
2400,1895,Cancelled,2026-02-12 19:34:40+00:00,,,,2,35.989999999999995,16.33,0.0
2439,1920,Cancelled,2025-11-26 13:57:11+00:00,,,,3,132.74,70.45,0.0
2458,1932,Cancelled,2026-02-08 06:29:12+00:00,,,,1,49.5,22.67,0.0
2459,1933,Cancelled,2023-06-12 19:45:37+00:00,,,,2,27.39,13.75,0.0
2464,1935,Cancelled,2024-09-08 08:09:49+00:00,,,,1,6.33,2.79,0.0
2472,1944,Cancelled,2025-01-06 13:33:09+00:00,,,,1,355.99,159.84,0.0
2483,1952,Cancelled,2024-05-04 14:05:21+00:00,,,,1,44.95,24.9,0.0
2484,1953,Cancelled,2023-03-16 01:15:30+00:00,,,,2,346.99,135.45,0.0
2495,1964,Cancelled,2026-01-02 14:06:24+00:00,,,,1,4.99,2.02,0.0
2534,1997,Cancelled,2026-01-20 01:26:28+00:00,,,,1,74.0,46.18,0.0
2541,2003,Cancelled,2024-06-16 15:26:15+00:00,,,,1,98.0,55.27,0.0
2567,2018,Cancelled,2025-02-05 09:24:44+00:00,,,,2,79.49,40.5,0.0
2575,2026,Cancelled,2026-01-29 19:30:02+00:00,,,,2,189.8,99.17,0.0
2587,2038,Cancelled,2022-06-08 05:39:34+00:00,,,,2,125.99,65.0,0.0
2591,2040,Cancelled,2024-10-06 06:55:23+00:00,,,,1,12.23,7.19,0.0
2614,2057,Cancelled,2024-04-20 11:32:54+00:00,,,,1,39.0,21.64,0.0
2652,2085,Cancelled,2022-08-25 19:58:07+00:00,,,,1,50.0,29.0,0.0
2669,2101,Cancelled,2025-12-13 03:43:48+00:00,,,,1,179.0,102.75,0.0
2678,2108,Cancelled,2023-03-20 17:36:48+00:00,,,,3,119.16,60.61,0.0
2679,2109,Cancelled,2023-05-15 04:30:11+00:00,,,,1,18.99,10.1,0.0
2689,2119,Cancelled,2019-06-10 16:17:26+00:00,,,,1,47.95,25.03,0.0
2692,2119,Cancelled,2024-07-16 00:46:59+00:00,,,,1,65.99,36.1,0.0
2702,2130,Cancelled,2025-06-20 12:25:03+00:00,,,,1,18.5,9.14,0.0
2724,2145,Cancelled,2023-10-22 04:42:11+00:00,,,,1,99.0,39.8,0.0
2749,2165,Cancelled,2021-01-10 07:04:03+00:00,,,,1,44.0,26.58,0.0
2751,2166,Cancelled,2021-11-05 16:25:13+00:00,,,,1,59.5,27.19,0.0
2752,2167,Cancelled,2024-07-22 02:51:15+00:00,,,,2,103.13,45.79,0.0
2755,2168,Cancelled,2023-03-30 16:10:24+00:00,,,,1,8.9,5.42,0.0
2764,2175,Cancelled,2024-06-23 10:07:16+00:00,,,,3,75.38,39.11,0.0
2768,2180,Cancelled,2022-12-20 16:06:37+00:00,,,,1,21.38,7.68,0.0
2778,2193,Cancelled,2026-01-03 21:32:03+00:00,,,,2,107.99,54.61,0.0
2780,2194,Cancelled,2025-12-23 15:26:59+00:00,,,,1,54.98,27.76,0.0
2798,2207,Cancelled,2024-03-03 20:01:16+00:00,,,,2,179.0,95.06,0.0
2799,2209,Cancelled,2024-05-29 22:04:57+00:00,,,,1,14.61,8.39,0.0
2826,2229,Cancelled,2026-01-27 08:03:16+00:00,,,,3,105.36,60.08,0.0
2836,2238,Cancelled,2025-07-29 00:08:17+00:00,,,,3,337.43,142.34,0.0
2883,2278,Cancelled,2026-02-10 16:02:02+00:00,,,,1,160.0,74.88,0.0
2904,2295,Cancelled,2024-05-21 19:51:17+00:00,,,,1,25.95,10.85,0.0
2905,2296,Cancelled,2023-02-23 22:20:52+00:00,,,,1,10.0,4.46,0.0
2906,2297,Cancelled,2025-11-03 21:31:23+00:00,,,,1,95.0,38.47,0.0
2934,2321,Cancelled,2025-01-30 09:48:59+00:00,,,,2,34.99,16.73,0.0
2937,2324,Cancelled,2020-11-22 12:11:19+00:00,,,,1,9.38,4.79,0.0
2939,2324,Cancelled,2021-03-11 18:19:53+00:00,,,,1,16.99,9.7,0.0
2944,2331,Cancelled,2024-07-10 04:34:10+00:00,,,,1,29.99,18.5,0.0
2962,2350,Cancelled,2020-09-15 17:36:39+00:00,,,,1,29.5,10.03,0.0
2980,2367,Cancelled,2024-07-08 19:23:23+00:00,,,,1,22.5,11.9,0.0
2999,2382,Cancelled,2025-08-07 15:05:33+00:00,,,,4,387.48,196.98,0.0
3003,2384,Cancelled,2023-06-18 14:33:25+00:00,,,,2,184.21,79.3,0.0
3032,2405,Cancelled,2024-08-13 02:31:06+00:00,,,,1,24.95,14.82,0.0
3035,2407,Cancelled,2026-01-19 11:59:04+00:00,,,,1,69.9,39.91,0.0
3046,2415,Cancelled,2020-12-14 17:56:37+00:00,,,,1,148.0,64.08,0.0
3051,2419,Cancelled,2025-06-13 00:56:30+00:00,,,,2,27.31,15.29,0.0
3079,2447,Cancelled,2026-02-14 21:50:44+00:00,,,,1,21.0,10.42,0.0
3087,2453,Cancelled,2024-08-23 22:19:10+00:00,,,,1,63.49,34.16,0.0
3105,2467,Cancelled,2023-10-25 16:06:09+00:00,,,,2,63.7,35.56,0.0
3108,2468,Cancelled,2023-08-02 09:10:21+00:00,,,,4,176.76,85.98,0.0
3112,2472,Cancelled,2025-07-11 13:58:19+00:00,,,,1,46.0,18.63,0.0
3155,2509,Cancelled,2021-03-10 02:36:04+00:00,,,,4,174.51,75.65,0.0
3170,2521,Cancelled,2026-02-04 08:09:42+00:00,,,,1,58.0,29.41,0.0
3205,2547,Cancelled,2025-09-29 20:08:02+00:00,,,,1,163.42,104.43,0.0
3255,2585,Cancelled,2024-05-13 21:13:27+00:00,,,,1,36.99,17.31,0.0
3266,2592,Cancelled,2025-05-04 11:29:01+00:00,,,,1,26.98,14.6,0.0
3283,2606,Cancelled,2025-07-13 18:34:12+00:00,,,,1,4.38,2.02,0.0
3315,2628,Cancelled,2026-02-13 17:48:28+00:00,,,,4,171.97,81.04,0.0
3318,2629,Cancelled,2025-12-19 18:46:21+00:00,,,,1,36.0,20.12,0.0
3344,2649,Cancelled,2023-09-21 17:32:53+00:00,,,,2,149.99,64.96,0.0
3379,2676,Cancelled,2021-06-17 17:19:25+00:00,,,,4,288.49,131.09,0.0
3383,2678,Cancelled,2024-01-06 01:49:23+00:00,,,,1,17.95,10.29,0.0
3388,2681,Cancelled,2023-01-18 05:45:12+00:00,,,,1,13.66,6.11,0.0
3391,2683,Cancelled,2023-10-27 22:00:53+00:00,,,,2,54.019999999999996,24.86,0.0
3392,2683,Cancelled,2023-12-11 18:35:56+00:00,,,,2,59.98,24.83,0.0
3412,2701,Cancelled,2026-01-18 23:40:03+00:00,,,,1,300.0,120.3,0.0
3415,2705,Cancelled,2025-12-24 19:07:30+00:00,,,,1,15.97,6.9,0.0
3417,2706,Cancelled,2025-11-28 11:34:16+00:00,,,,4,354.75,158.99,0.0
3421,2708,Cancelled,2024-08-12 05:53:47+00:00,,,,1,29.99,11.7,0.0
3423,2709,Cancelled,2024-09-23 12:55:03+00:00,,,,1,84.0,42.59,0.0
3424,2709,Cancelled,2025-02-25 20:25:28+00:00,,,,1,30.4,10.73,0.0
3438,2726,Cancelled,2026-01-25 23:29:15+00:00,,,,2,88.78,37.52,0.0
3452,2739,Cancelled,2026-02-11 15:51:49+00:00,,,,2,29.029999999999998,16.06,0.0
3459,2744,Cancelled,2024-08-06 20:05:04+00:00,,,,2,61.85,34.17,0.0
3468,2751,Cancelled,2026-01-09 10:08:53+00:00,,,,1,14.99,5.44,0.0
3481,2759,Cancelled,2023-01-10 14:08:08+00:00,,,,1,24.99,14.39,0.0
3488,2766,Cancelled,2025-09-01 17:22:18+00:00,,,,1,42.0,25.33,0.0
3508,2780,Cancelled,2025-06-20 03:15:47+00:00,,,,1,25.9,11.03,0.0
3518,2786,Cancelled,2020-03-20 10:37:36+00:00,,,,1,58.8,27.4,0.0
3545,2810,Cancelled,2023-02-13 02:03:45+00:00,,,,1,59.4,29.22,0.0
3563,2832,Cancelled,2021-06-28 17:33:35+00:00,,,,2,270.68,109.24,0.0
3572,2841,Cancelled,2024-08-09 03:11:35+00:00,,,,1,44.0,21.21,0.0
3575,2843,Cancelled,2022-09-20 00:59:22+00:00,,,,1,61.37,22.95,0.0
3577,2846,Cancelled,2025-06-10 09:18:21+00:00,,,,4,97.77,55.63,0.0
3591,2854,Cancelled,2025-09-11 04:37:41+00:00,,,,1,16.3,8.66,0.0
3607,2864,Cancelled,2021-05-02 07:44:01+00:00,,,,3,30.759999999999998,13.78,0.0
3608,2865,Cancelled,2023-12-30 15:40:39+00:00,,,,1,69.0,31.95,0.0
3615,2868,Cancelled,2021-05-17 08:01:47+00:00,,,,1,24.48,9.77,0.0
