order_id,user_id,status,created_at,returned_at,shipped_at,delivered_at,num_of_item
601,481,Cancelled,2026-02-11 20:31:43.042295 UTC,,,,1
616,498,Cancelled,2026-02-14 02:58:16.345975 UTC,,,,1
624,503,Cancelled,2022-03-13 01:00:11 UTC,,,,1
649,518,Cancelled,2025-05-08 11:44:52 UTC,,,,1
655,525,Cancelled,2026-02-12 02:11:54.840175 UTC,,,,1
661,531,Cancelled,2026-01-15 19:48:49 UTC,,,,1
663,533,Cancelled,2023-01-15 16:43:29 UTC,,,,1
669,542,Cancelled,2021-07-23 09:17:08 UTC,,,,1
689,560,Cancelled,2024-11-16 15:18:13 UTC,,,,1
699,573,Cancelled,2025-06-11 01:14:46 UTC,,,,1
703,576,Cancelled,2025-03-05 23:46:00 UTC,,,,1
722,586,Cancelled,2024-10-06 05:17:45 UTC,,,,4
728,590,Cancelled,2023-08-31 17:34:47 UTC,,,,4
735,596,Cancelled,2025-07-31 10:13:40 UTC,,,,2
756,617,Cancelled,2024-04-05 04:22:41 UTC,,,,1
757,617,Cancelled,2024-06-11 09:01:26 UTC,,,,1
763,621,Cancelled,2024-02-15 20:17:52 UTC,,,,2
764,621,Cancelled,2024-01-03 22:33:41 UTC,,,,1
773,629,Cancelled,2025-10-05 19:18:00 UTC,,,,2
781,634,Cancelled,2025-10-07 12:15:32 UTC,,,,1
785,638,Cancelled,2025-01-16 00:08:07 UTC,,,,4
791,642,Cancelled,2025-12-14 01:38:59 UTC,,,,1
794,644,Cancelled,2025-07-28 19:13:17 UTC,,,,1
800,649,Cancelled,2026-01-05 01:48:54 UTC,,,,2
805,653,Cancelled,2025-08-23 07:40:35 UTC,,,,1
813,657,Cancelled,2026-01-26 06:03:16 UTC,,,,1
862,693,Cancelled,2019-11-18 13:33:21 UTC,,,,1
865,694,Cancelled,2025-09-26 10:49:04 UTC,,,,1
897,719,Cancelled,2025-12-11 23:47:46 UTC,,,,1
913,733,Cancelled,2024-10-13 22:45:58 UTC,,,,2
919,737,Cancelled,2024-12-16 00:57:53 UTC,,,,2
923,740,Cancelled,2022-04-16 20:13:48 UTC,,,,1
955,765,Cancelled,2024-06-08 15:24:58 UTC,,,,1
963,779,Cancelled,2025-03-02 19:22:26 UTC,,,,1
964,780,Cancelled,2023-11-27 17:53:09 UTC,,,,1
970,785,Cancelled,2025-05-30 01:47:48 UTC,,,,1
980,790,Cancelled,2025-09-14 12:33:42 UTC,,,,2
1011,818,Cancelled,2025-02-12 13:26:09 UTC,,,,1
1014,818,Cancelled,2021-11-11 03:47:16 UTC,,,,3
1017,820,Cancelled,2025-09-30 13:16:37 UTC,,,,2
1046,848,Cancelled,2024-11-07 13:45:56 UTC,,,,1
1068,871,Cancelled,2025-01-29 08:46:42 UTC,,,,2
1093,886,Cancelled,2023-12-25 21:40:36 UTC,,,,1
1110,900,Cancelled,2020-07-12 00:47:46 UTC,,,,1
1116,905,Cancelled,2024-05-24 11:04:58 UTC,,,,1
1130,919,Cancelled,2023-12-04 04:40:30 UTC,,,,1
1138,924,Cancelled,2023-03-11 12:41:56 UTC,,,,1
1149,928,Cancelled,2026-02-02 18:52:45 UTC,,,,1
1158,934,Cancelled,2023-08-02 14:08:49 UTC,,,,1
1160,935,Cancelled,2020-04-24 17:04:41 UTC,,,,1
1170,942,Cancelled,2021-12-26 07:18:29 UTC,,,,1
1177,948,Cancelled,2021-02-07 12:11:08 UTC,,,,3
1188,959,Cancelled,2025-03-28 02:00:49 UTC,,,,1
1191,961,Cancelled,2025-01-14 12:02:46 UTC,,,,1
1209,975,Cancelled,2025-12-26 05:49:44 UTC,,,,4
1219,980,Cancelled,2023-10-23 14:36:20 UTC,,,,1
1223,983,Cancelled,2024-08-27 18:59:50 UTC,,,,2
1229,988,Cancelled,2025-06-04 07:37:32 UTC,,,,1
1244,1000,Cancelled,2026-02-07 07:40:25 UTC,,,,2
1246,1005,Cancelled,2024-06-24 17:10:45 UTC,,,,4
1252,1012,Cancelled,2024-08-14 21:01:30 UTC,,,,1
1253,1012,Cancelled,2025-01-08 23:56:36 UTC,,,,2
1261,1018,Cancelled,2025-12-28 21:10:26 UTC,,,,1
1263,1020,Cancelled,2023-07-25 09:12:55 UTC,,,,2
1265,1021,Cancelled,2024-12-27 08:17:52 UTC,,,,1
1266,1021,Cancelled,2025-02-11 22:17:43 UTC,,,,1
1267,1021,Cancelled,2023-06-21 18:06:45 UTC,,,,2
1273,1027,Cancelled,2023-12-04 16:51:59 UTC,,,,1
1274,1027,Cancelled,2023-07-02 07:09:40 UTC,,,,2
1282,1033,Cancelled,2022-12-30 02:00:06 UTC,,,,1
1288,1037,Cancelled,2026-02-04 16:04:26 UTC,,,,1
1296,1046,Cancelled,2025-12-31 20:06:26 UTC,,,,2
1302,1051,Cancelled,2023-06-15 02:17:57 UTC,,,,1
1312,1059,Cancelled,2023-07-27 02:13:51 UTC,,,,1
1358,1095,Cancelled,2025-04-01 18:24:26 UTC,,,,1
1393,1119,Cancelled,2022-06-27 08:11:38 UTC,,,,1
1404,1128,Cancelled,2025-02-06 21:40:48 UTC,,,,1
1408,1131,Cancelled,2025-06-23 10:53:58 UTC,,,,3
1434,1151,Cancelled,2019-11-08 07:08:53 UTC,,,,1
1447,1164,Cancelled,2024-06-27 07:07:13 UTC,,,,2
1448,1164,Cancelled,2023-02-20 04:06:10 UTC,,,,2
1469,1182,Cancelled,2025-07-12 17:56:11 UTC,,,,2
1477,1186,Cancelled,2025-12-10 17:44:10 UTC,,,,1
1511,1210,Cancelled,2024-04-25 18:07:38 UTC,,,,2
1518,1217,Cancelled,2023-06-06 09:42:27 UTC,,,,1
1523,1220,Cancelled,2023-09-19 10:06:59 UTC,,,,1
1533,1227,Cancelled,2024-09-22 02:41:42 UTC,,,,1
1563,1243,Cancelled,2026-01-23 22:36:19 UTC,,,,1
1596,1267,Cancelled,2026-02-08 05:51:44 UTC,,,,1
1599,1269,Cancelled,2024-08-25 10:54:46 UTC,,,,1
1628,1289,Cancelled,2026-01-07 07:27:58 UTC,,,,1
1630,1291,Cancelled,2023-10-18 07:34:29 UTC,,,,1
1642,1298,Cancelled,2024-05-11 18:59:28 UTC,,,,1
1664,1316,Cancelled,2024-02-01 14:28:47 UTC,,,,1
1673,1323,Cancelled,2024-07-06 09:55:50 UTC,,,,3
1687,1336,Cancelled,2026-01-16 03:51:05 UTC,,,,1
1690,1338,Cancelled,2021-06-18 11:46:36 UTC,,,,1
1709,1350,Cancelled,2025-05-20 00:17:51 UTC,,,,1
1718,1355,Cancelled,2024-10-26 06:28:14 UTC,,,,1
1727,1365,Cancelled,2025-08-28 20:55:12 UTC,,,,1
1730,1366,Cancelled,2021-05-19 12:10:37 UTC,,,,4
1735,1369,Cancelled,2025-02-03 08:51:10 UTC,,,,1
1764,1393,Cancelled,2025-04-24 16:19:59 UTC,,,,1
1781,1406,Cancelled,2025-08-25 10:56:00 UTC,,,,1
1784,1409,Cancelled,2026-02-14 14:58:19.628574 UTC,,,,1
1794,1414,Cancelled,2025-09-28 02:36:34 UTC,,,,1
1800,1418,Cancelled,2023-11-09 12:28:36 UTC,,,,1
1815,1431,Cancelled,2024-10-20 19:14:12 UTC,,,,1
1866,1476,Cancelled,2025-01-02 21:30:41 UTC,,,,2
1877,1489,Cancelled,2023-01-13 14:38:07 UTC,,,,1
1884,1493,Cancelled,2026-02-12 12:09:32 UTC,,,,4
1903,1504,Cancelled,2024-07-03 07:03:45 UTC,,,,1
1935,1532,Cancelled,2024-01-24 04:36:09 UTC,,,,1
1957,1549,Cancelled,2021-01-25 16:11:08 UTC,,,,1
1959,1551,Cancelled,2026-01-03 02:33:39 UTC,,,,1
1969,1557,Cancelled,2025-11-23 09:26:17 UTC,,,,1
1976,1562,Cancelled,2024-08-12 22:48:39 UTC,,,,2
1984,1571,Cancelled,2025-03-25 12:33:30 UTC,,,,1
2045,1621,Cancelled,2025-04-03 05:28:50 UTC,,,,2
2050,1627,Cancelled,2024-12-01 07:25:32 UTC,,,,2
2052,1627,Cancelled,2022-06-26 16:35:26 UTC,,,,1
2080,1651,Cancelled,2025-11-11 07:41:07 UTC,,,,2
2088,1659,Cancelled,2021-04-27 06:38:26 UTC,,,,2
2089,1659,Cancelled,2021-05-06 07:52:41 UTC,,,,1
2094,1663,Cancelled,2025-11-12 08:30:03 UTC,,,,1
2101,1667,Cancelled,2024-09-08 00:47:30 UTC,,,,1
2131,1695,Cancelled,2021-11-22 14:54:43 UTC,,,,1
2134,1697,Cancelled,2022-01-18 06:06:45 UTC,,,,1
2145,1701,Cancelled,2025-10-01 13:35:22 UTC,,,,1
2192,1734,Cancelled,2025-12-25 12:03:58 UTC,,,,1
2195,1736,Cancelled,2021-05-10 13:45:14 UTC,,,,3
2197,1737,Cancelled,2025-11-27 10:11:08 UTC,,,,2
2203,1741,Cancelled,2025-09-17 00:03:15 UTC,,,,2
2211,1747,Cancelled,2023-07-07 10:24:36 UTC,,,,1
2212,1747,Cancelled,2025-01-19 18:52:17 UTC,,,,1
2213,1747,Cancelled,2023-03-28 00:03:17 UTC,,,,1
2218,1751,Cancelled,2025-05-13 13:25:37 UTC,,,,2
2235,1762,Cancelled,2023-04-26 04:13:17 UTC,,,,1
2248,1773,Cancelled,2025-04-07 23:22:27 UTC,,,,1
2256,1777,Cancelled,2022-07-22 14:40:43 UTC,,,,2
2259,1780,Cancelled,2025-06-30 14:39:12 UTC,,,,1
2260,1781,Cancelled,2020-06-24 04:47:12 UTC,,,,1
2287,1804,Cancelled,2025-10-13 19:45:08 UTC,,,,1
2291,1807,Cancelled,2019-11-13 01:47:58 UTC,,,,2
2321,1827,Cancelled,2024-01-02 05:12:29 UTC,,,,1
2322,1827,Cancelled,2022-11-29 03:55:22 UTC,,,,1
2335,1835,Cancelled,2022-01-15 08:47:44 UTC,,,,1
2336,1835,Cancelled,2022-11-02 19:34:22 UTC,,,,1
2354,1851,Cancelled,2023-09-25 07:02:21 UTC,,,,1
2355,1851,Cancelled,2019-11-26 22:36:40 UTC,,,,1
2367,1863,Cancelled,2025-09-30 10:49:15 UTC,,,,1
2377,1874,Cancelled,2026-02-05 10:43:48 UTC,,,,1
2396,1890,Cancelled,2025-03-11 01:25:04 UTC,,,,1
2400,1895,Cancelled,2026-02-12 19:34:40.906368 UTC,,,,2
2439,1920,Cancelled,2025-11-26 13:57:11 UTC,,,,3
2458,1932,Cancelled,2026-02-08 06:29:12 UTC,,,,1
2459,1933,Cancelled,2023-06-12 19:45:37 UTC,,,,2
2464,1935,Cancelled,2024-09-08 08:09:49 UTC,,,,1
2472,1944,Cancelled,2025-01-06 13:33:09 UTC,,,,1
2483,1952,Cancelled,2024-05-04 14:05:21 UTC,,,,1
2484,1953,Cancelled,2023-03-16 01:15:30 UTC,,,,2
2495,1964,Cancelled,2026-01-02 14:06:24 UTC,,,,1
2534,1997,Cancelled,2026-01-20 01:26:28 UTC,,,,1
2541,2003,Cancelled,2024-06-16 15:26:15 UTC,,,,1
2567,2018,Cancelled,2025-02-05 09:24:44 UTC,,,,2
2575,2026,Cancelled,2026-01-29 19:30:02 UTC,,,,2
2587,2038,Cancelled,2022-06-08 05:39:34 UTC,,,,2
2591,2040,Cancelled,2024-10-06 06:55:23 UTC,,,,1
2614,2057,Cancelled,2024-04-20 11:32:54 UTC,,,,1
2652,2085,Cancelled,2022-08-25 19:58:07 UTC,,,,1
2669,2101,Cancelled,2025-12-13 03:43:48 UTC,,,,1
2678,2108,Cancelled,2023-03-20 17:36:48 UTC,,,,3
2679,2109,Cancelled,2023-05-15 04:30:11 UTC,,,,1
2689,2119,Cancelled,2019-06-10 16:17:26 UTC,,,,1
2692,2119,Cancelled,2024-07-16 00:46:59 UTC,,,,1
2702,2130,Cancelled,2025-06-20 12:25:03 UTC,,,,1
2724,2145,Cancelled,2023-10-22 04:42:11 UTC,,,,1
2749,2165,Cancelled,2021-01-10 07:04:03 UTC,,,,1
2751,2166,Cancelled,2021-11-05 16:25:13 UTC,,,,1
2752,2167,Cancelled,2024-07-22 02:51:15 UTC,,,,2
2755,2168,Cancelled,2023-03-30 16:10:24 UTC,,,,1
2764,2175,Cancelled,2024-06-23 10:07:16 UTC,,,,3
2768,2180,Cancelled,2022-12-20 16:06:37 UTC,,,,1
2778,2193,Cancelled,2026-01-03 21:32:03 UTC,,,,2
2780,2194,Cancelled,2025-12-23 15:26:59 UTC,,,,1
2798,2207,Cancelled,2024-03-03 20:01:16 UTC,,,,2
2799,2209,Cancelled,2024-05-29 22:04:57 UTC,,,,1
2826,2229,Cancelled,2026-01-27 08:03:16 UTC,,,,3
2836,2238,Cancelled,2025-07-29 00:08:17 UTC,,,,3
2883,2278,Cancelled,2026-02-10 16:02:02.766261 UTC,,,,1
2904,2295,Cancelled,2024-05-21 19:51:17 UTC,,,,1
2905,2296,Cancelled,2023-02-23 22:20:52 UTC,,,,1
2906,2297,Cancelled,2025-11-03 21:31:23 UTC,,,,1
2934,2321,Cancelled,2025-01-30 09:48:59 UTC,,,,2
2937,2324,Cancelled,2020-11-22 12:11:19 UTC,,,,1
2939,2324,Cancelled,2021-03-11 18:19:53 UTC,,,,1
2944,2331,Cancelled,2024-07-10 04:34:10 UTC,,,,1
2962,2350,Cancelled,2020-09-15 17:36:39 UTC,,,,1
2980,2367,Cancelled,2024-07-08 19:23:23 UTC,,,,1
2999,2382,Cancelled,2025-08-07 15:05:33 UTC,,,,4
3003,2384,Cancelled,2023-06-18 14:33:25 UTC,,,,2
3032,2405,Cancelled,2024-08-13 02:31:06 UTC,,,,1
3035,2407,Cancelled,2026-01-19 11:59:04 UTC,,,,1
3046,2415,Cancelled,2020-12-14 17:56:37 UTC,,,,1
3051,2419,Cancelled,2025-06-13 00:56:30 UTC,,,,2
3079,2447,Cancelled,2026-02-14 21:50:44.38687 UTC,,,,1
3087,2453,Cancelled,2024-08-23 22:19:10 UTC,,,,1
3105,2467,Cancelled,2023-10-25 16:06:09 UTC,,,,2
3108,2468,Cancelled,2023-08-02 09:10:21 UTC,,,,4
3112,2472,Cancelled,2025-07-11 13:58:19 UTC,,,,1
3155,2509,Cancelled,2021-03-10 02:36:04 UTC,,,,4
3170,2521,Cancelled,2026-02-04 08:09:42 UTC,,,,1
3205,2547,Cancelled,2025-09-29 20:08:02 UTC,,,,1
3255,2585,Cancelled,2024-05-13 21:13:27 UTC,,,,1
3266,2592,Cancelled,2025-05-04 11:29:01 UTC,,,,1
3283,2606,Cancelled,2025-07-13 18:34:12 UTC,,,,1
3315,2628,Cancelled,2026-02-13 17:48:28.158285 UTC,,,,4
3318,2629,Cancelled,2025-12-19 18:46:21 UTC,,,,1
3344,2649,Cancelled,2023-09-21 17:32:53 UTC,,,,2
3379,2676,Cancelled,2021-06-17 17:19:25 UTC,,,,4
3383,2678,Cancelled,2024-01-06 01:49:23 UTC,,,,1
3388,2681,Cancelled,2023-01-18 05:45:12 UTC,,,,1
3391,2683,Cancelled,2023-10-27 22:00:53 UTC,,,,2
3392,2683,Cancelled,2023-12-11 18:35:56 UTC,,,,2
3412,2701,Cancelled,2026-01-18 23:40:03 UTC,,,,1
3415,2705,Cancelled,2025-12-24 19:07:30 UTC,,,,1
3417,2706,Cancelled,2025-11-28 11:34:16 UTC,,,,4
3421,2708,Cancelled,2024-08-12 05:53:47 UTC,,,,1
3423,2709,Cancelled,2024-09-23 12:55:03 UTC,,,,1
3424,2709,Cancelled,2025-02-25 20:25:28 UTC,,,,1
3438,2726,Cancelled,2026-01-25 23:29:15 UTC,,,,2
3452,2739,Cancelled,2026-02-11 15:51:49.695218 UTC,,,,2
3459,2744,Cancelled,2024-08-06 20:05:04 UTC,,,,2
3468,2751,Cancelled,2026-01-09 10:08:53 UTC,,,,1
3481,2759,Cancelled,2023-01-10 14:08:08 UTC,,,,1
3488,2766,Cancelled,2025-09-01 17:22:18 UTC,,,,1
3508,2780,Cancelled,2025-06-20 03:15:47 UTC,,,,1
3518,2786,Cancelled,2020-03-20 10:37:36 UTC,,,,1
3545,2810,Cancelled,2023-02-13 02:03:45 UTC,,,,1
3563,2832,Cancelled,2021-06-28 17:33:35 UTC,,,,2
3572,2841,Cancelled,2024-08-09 03:11:35 UTC,,,,1
3575,2843,Cancelled,2022-09-20 00:59:22 UTC,,,,1
3577,2846,Cancelled,2025-06-10 09:18:21 UTC,,,,4
3591,2854,Cancelled,2025-09-11 04:37:41 UTC,,,,1
3607,2864,Cancelled,2021-05-02 07:44:01 UTC,,,,3
3608,2865,Cancelled,2023-12-30 15:40:39 UTC,,,,1
3615,2868,Cancelled,2021-05-17 08:01:47 UTC,,,,1
3639,2882,Cancelled,2024-03-31 19:18:19 UTC,,,,1
3662,2904,Cancelled,2022-11-15 19:24:04 UTC,,,,2
3712,2942,Cancelled,2024-05-19 16:58:08 UTC,,,,1
3723,2949,Cancelled,2026-01-06 05:40:09 UTC,,,,1
3747,2967,Cancelled,2021-08-02 03:29:01 UTC,,,,1
3753,2972,Cancelled,2025-02-11 22:47:08 UTC,,,,1
3757,2976,Cancelled,2026-01-26 01:26:22 UTC,,,,1
3758,2977,Cancelled,2023-08-02 06:18:46 UTC,,,,1
3760,2977,Cancelled,2024-01-13 13:41:04 UTC,,,,1
3763,2981,Cancelled,2025-10-26 19:16:31 UTC,,,,2
3790,3004,Cancelled,2025-01-08 15:38:09 UTC,,,,1
3791,3004,Cancelled,2022-11-08 11:16:30 UTC,,,,1
3807,3016,Cancelled,2020-06-22 20:02:06 UTC,,,,3
3821,3028,Cancelled,2022-12-21 13:09:01 UTC,,,,1
3849,3055,Cancelled,2025-01-13 18:56:50 UTC,,,,2
3856,3061,Cancelled,2020-09-19 07:05:10 UTC,,,,1
3891,3092,Cancelled,2021-01-11 22:20:55 UTC,,,,2
3897,3094,Cancelled,2024-07-15 09:53:23 UTC,,,,1
3898,3095,Cancelled,2023-03-11 06:31:05 UTC,,,,1
3924,3118,Cancelled,2024-02-10 04:14:08 UTC,,,,4
3930,3126,Cancelled,2025-10-20 00:19:27 UTC,,,,1
3931,3127,Cancelled,2022-02-08 00:29:43 UTC,,,,1
3986,3175,Cancelled,2026-02-13 16:29:24 UTC,,,,1
3999,3184,Cancelled,2022-07-30 00:07:11 UTC,,,,1
4003,3185,Cancelled,2025-10-03 02:40:07 UTC,,,,3
4013,3193,Cancelled,2025-12-20 22:46:37 UTC,,,,1
4022,3199,Cancelled,2025-11-27 20:53:42 UTC,,,,1
4024,3201,Cancelled,2026-02-14 09:33:48.488831 UTC,,,,1
4069,3230,Cancelled,2024-09-07 08:05:24 UTC,,,,4
4106,3263,Cancelled,2026-02-07 17:08:28 UTC,,,,1
4121,3274,Cancelled,2024-03-14 20:47:18 UTC,,,,1
4124,3275,Cancelled,2023-02-18 23:19:27 UTC,,,,1
4133,3285,Cancelled,2020-07-21 02:45:04 UTC,,,,1
4134,3287,Cancelled,2020-03-18 13:13:34 UTC,,,,1
4141,3290,Cancelled,2023-03-02 13:03:13 UTC,,,,1
4192,3328,Cancelled,2025-08-16 05:35:41 UTC,,,,1
4199,3333,Cancelled,2025-07-14 23:43:14 UTC,,,,1
4210,3342,Cancelled,2021-08-15 20:26:58 UTC,,,,1
4229,3355,Cancelled,2024-12-22 05:44:01 UTC,,,,1
4239,3364,Cancelled,2023-10-22 17:50:48 UTC,,,,2
4240,3365,Cancelled,2025-09-26 02:53:19 UTC,,,,4
4245,3371,Cancelled,2021-03-12 14:06:50 UTC,,,,1
4254,3379,Cancelled,2026-01-23 20:27:28 UTC,,,,1
4257,3382,Cancelled,2025-09-08 21:04:17 UTC,,,,1
4263,3386,Cancelled,2025-08-14 10:10:48 UTC,,,,2
4283,3400,Cancelled,2025-09-17 03:40:31 UTC,,,,3
4306,3415,Cancelled,2024-07-07 00:48:43 UTC,,,,3
4322,3431,Cancelled,2021-03-10 15:07:58 UTC,,,,3
4325,3433,Cancelled,2025-03-03 05:20:37 UTC,,,,1
4353,3466,Cancelled,2020-12-24 19:16:08 UTC,,,,1
4395,3503,Cancelled,2022-12-01 19:26:49 UTC,,,,1
4398,3505,Cancelled,2022-04-09 06:57:23 UTC,,,,1
4409,3515,Cancelled,2022-06-25 03:25:04 UTC,,,,1
4433,3531,Cancelled,2024-07-06 16:00:48 UTC,,,,1
4445,3538,Cancelled,2025-11-02 11:19:14 UTC,,,,1
4481,3564,Cancelled,2023-12-11 15:26:01 UTC,,,,1
4507,3583,Cancelled,2025-01-27 15:26:21 UTC,,,,2
4519,3590,Cancelled,2025-06-23 10:11:52 UTC,,,,1
4543,3612,Cancelled,2022-05-28 19:56:39 UTC,,,,1
4617,3675,Cancelled,2026-01-11 05:27:27 UTC,,,,1
4627,3683,Cancelled,2022-03-12 22:36:28 UTC,,,,1
4659,3713,Cancelled,2025-01-11 12:33:00 UTC,,,,2
4661,3715,Cancelled,2024-10-26 12:26:11 UTC,,,,1
4669,3725,Cancelled,2022-04-11 10:10:58 UTC,,,,2
4690,3741,Cancelled,2025-01-09 03:05:41 UTC,,,,1
4698,3745,Cancelled,2024-10-16 07:10:47 UTC,,,,1
4729,3777,Cancelled,2025-10-10 04:51:40 UTC,,,,1
4763,3798,Cancelled,2023-01-23 12:28:38 UTC,,,,2
4795,3812,Cancelled,2026-01-29 18:03:48 UTC,,,,1
4825,3835,Cancelled,2023-04-26 14:22:02 UTC,,,,4
4842,3849,Cancelled,2025-07-17 21:29:52 UTC,,,,2
4846,3852,Cancelled,2026-02-13 07:31:36.053472 UTC,,,,1
4855,3857,Cancelled,2025-10-01 21:16:20 UTC,,,,1
4889,3887,Cancelled,2023-06-26 20:24:15 UTC,,,,2
4910,3903,Cancelled,2023-02-09 21:50:50 UTC,,,,1
4931,3923,Cancelled,2026-01-28 19:45:09 UTC,,,,1
4940,3930,Cancelled,2024-04-20 17:36:06 UTC,,,,2
4952,3938,Cancelled,2024-06-25 01:57:50 UTC,,,,1
4953,3938,Cancelled,2023-04-11 18:25:15 UTC,,,,1
4965,3952,Cancelled,2025-09-26 13:47:33 UTC,,,,1
4968,3952,Cancelled,2025-01-19 14:45:18 UTC,,,,1
5004,3986,Cancelled,2025-12-12 16:30:05 UTC,,,,3
5008,3989,Cancelled,2025-07-19 06:03:20 UTC,,,,1
5010,3991,Cancelled,2024-12-15 17:49:06 UTC,,,,2
5014,3992,Cancelled,2023-04-27 19:07:46 UTC,,,,1
5030,4006,Cancelled,2019-03-09 14:19:57 UTC,,,,2
5032,4006,Cancelled,2022-05-30 05:53:11 UTC,,,,2
5044,4012,Cancelled,2023-12-02 15:07:42 UTC,,,,4
5045,4013,Cancelled,2020-10-28 00:01:01 UTC,,,,1
5047,4017,Cancelled,2025-10-21 17:20:44 UTC,,,,1
5064,4037,Cancelled,2023-07-26 03:20:28 UTC,,,,1
5109,4073,Cancelled,2025-06-27 03:29:47 UTC,,,,1
5118,4084,Cancelled,2024-12-08 21:22:52 UTC,,,,3
5128,4089,Cancelled,2023-09-02 14:38:10 UTC,,,,1
5130,4091,Cancelled,2026-02-14 02:02:54.681762 UTC,,,,1
5151,4108,Cancelled,2025-11-10 06:31:36 UTC,,,,1
5154,4112,Cancelled,2024-12-02 00:00:09 UTC,,,,1
5159,4115,Cancelled,2025-02-22 04:58:46 UTC,,,,4
5160,4115,Cancelled,2023-05-30 07:28:28 UTC,,,,1
5165,4118,Cancelled,2020-09-17 21:36:17 UTC,,,,1
5172,4125,Cancelled,2024-10-19 09:45:37 UTC,,,,1
5173,4125,Cancelled,2025-09-04 20:56:39 UTC,,,,1
5176,4127,Cancelled,2026-02-13 22:55:33 UTC,,,,1
5189,4139,Cancelled,2025-11-22 03:10:52 UTC,,,,1
5194,4142,Cancelled,2020-06-19 06:36:41 UTC,,,,2
5195,4143,Cancelled,2025-03-27 03:23:22 UTC,,,,1
5200,4148,Cancelled,2024-11-06 07:00:09 UTC,,,,1
5203,4151,Cancelled,2025-09-26 00:25:11 UTC,,,,1
5212,4161,Cancelled,2025-10-25 05:05:31 UTC,,,,1
